,name,homepage,labels,github_id,description,category,github_url,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,dependent_project_count,github_dependent_project_count,contributor_count,projectrank,show,projectrank_placing,updated_github_id,latest_stable_release_published_at,latest_stable_release_number,release_count,trending,github_release_downloads,monthly_downloads
79,Rebeca Sarai,https://rsarai.github.io/,[],rsarai/rsarai.github.io,,english,https://github.com/rsarai/rsarai.github.io,MIT,2020-02-07 01:46:20,2024-03-19 00:18:12,2023-08-10 14:28:02,111.0,,,1.0,17.0,1.0,,,,,2.0,3,True,3.0,,,,,,,
80,Mingyang Li,https://tslmy.gitbook.io/k/,"['programming', 'science']",tslmy/know,,english,https://github.com/tslmy/know,,2019-03-03 20:52:14,2022-04-28 19:33:33,2022-04-28 19:33:32,104.0,,1.0,1.0,,,,11.0,,,2.0,2,True,3.0,,,,,,,
81,Nimor's zettelkasten,https://nimor111.github.io/notebook/,[],Nimor111/notebook,,english,https://github.com/Nimor111/notebook,,2020-12-03 21:03:34,2021-06-03 20:32:37,2021-06-03 20:31:25,43.0,,1.0,1.0,,,,7.0,,,2.0,2,False,3.0,,,,,,,
82,Josh Pierro,https://github.com/joshpierro/knowledge,"['programming', 'linux', 'arts']",joshpierro/knowledge,,english,https://github.com/joshpierro/knowledge,,2017-03-09 18:24:08,2019-04-30 15:55:55,2019-04-30 15:55:54,14.0,,,2.0,,,,4.0,,,,2,False,3.0,,,,,,,
83,Oleh Kuchuk,https://github.com/hzlmn/week-learning,"['python', 'programming']",hzlmn/week-learning,,english,https://github.com/hzlmn/week-learning,,2017-03-26 10:04:54,2019-08-18 21:28:23,2019-08-18 21:28:22,47.0,,,2.0,,,,4.0,,,2.0,2,False,3.0,,,,,,,
84,Shreyas Minocha’s Wiki,https://wiki.shreyasminocha.me/index.html,"['science', 'programming', 'python']",shreyasminocha/wiki,,english,https://github.com/shreyasminocha/wiki,,2020-05-21 16:08:32,2021-02-21 01:46:20,2021-02-21 01:45:23,50.0,,,1.0,,,,2.0,,,3.0,2,False,3.0,,,,,,,
85,Vegard Stikbakke's TILs,https://til.vegardstikbakke.com/,['programming'],vegarsti/til,,english,https://github.com/vegarsti/til,,2021-05-19 10:00:20,2024-09-20 07:09:43,2024-09-20 07:09:41,66.0,,,1.0,,,,1.0,,,,2,True,3.0,,,,,,,
86,Nick S. Plekhanov,https://github.com/nicksp/til,['programming'],nicksp/til,,english,https://github.com/nicksp/til,,2017-04-23 21:55:40,2017-07-14 21:13:57,2017-07-14 21:13:51,12.0,,,1.0,,,,6.0,,,2.0,1,False,3.0,,,,,,,
87,Craft Engineer,https://craftengineer.com,"['programming', 'productivity', 'leadership', 'team management']",,"Digital garden focused on engineering management, software development, and personal growth.",english,,,,,,,,,,,,,,,,,1,True,3.0,,,,,,,
88,Derelict garden,https://derelict.garden,"['programming', 'linux', 'science']",,"Digital garden, webring and community of hackers.",english,,,,,,,,,,,,,,,,,1,True,3.0,,,,,,,
89,Brandon Boswell,https://brandonkboswell.com/,"['programming', 'productivity', 'design', 'mindfulness']",brandonkboswell/garden,,english,https://github.com/brandonkboswell/garden,,2022-01-20 03:35:26,2024-03-25 13:25:42,2024-03-25 13:25:34,110.0,,,1.0,,,1.0,2.0,,,,0,True,,,,,,,,
90,Mehmet Kanat,https://github.com/mehmetka/notebook,['programming'],mehmetka/notebook,,english,https://github.com/mehmetkanatt/notebook,,2020-09-13 16:06:40,2024-11-30 11:53:11,2024-11-30 11:53:04,136.0,,,1.0,,,,1.0,,,2.0,0,True,,mehmetkanatt/notebook,,,,,,
91,Mathias Borgmalm,https://wiki.mathiasborgmalm.dev/,"['arts', 'programming']",MateBoy/knowledge-base,,english,,,,,,,,,,,,,,,,,0,True,,,,,,,,
92,Stephen McAleese,https://directory.stephenmcaleese.com/,"['science', 'productivity']",smcaleese/directory,,english,,,,,,,,,,,,,,,,,0,True,,,,,,,,
93,Maxime Vaillancourt,https://maximevaillancourt.com/notes,[],maximevaillancourt/maximevaillancourt.com,,english,,,,,,,,,,,,,,,,,0,True,,,,,,,,
94,Jake Chvatal,https://wiki.jacob.chvatal.com/,[],jakeisnt/wiki,,english,,,,,,,,,,,,,,,,,0,True,,,,,,,,
95,Kirill Gorbachyonok,https://github.com/japanese-goblinn/knowledge-base,"['programming', 'productivity']",japanese-goblinn/knowledge-base,,english,,,,,,,,,,,,,,,,,0,True,,,,,,,,
96,whoibrar notes,https://notes.whoibrar.com/,"['productivity', 'programming', 'python']",,,english,,,,,,,,,,,,,,,,,0,True,,,,,,,,
